As of Date,Line Type,Line ID,Charge Code/Package,Charge Description,DRG,Patient Type,CPT,Modifiers,Rev Code,Gross Charges,Discounted Cash Price,De-Identified Minimum,De-Identified Maximum,Aetna Better Health Medicaid HMO,Aetna Exchange,Aetna GateKeeper,Aetna Medicare,Aetna National Advantage Program (NAP),Aetna Non-GateKeeper,Aetna Signature Administrators (ASA)
1/13/2023,CDM,1058,3000005107,RL IMMUNOASSAY ANALYTE NOT IN,,OP,83516,  ,301,8.15,9.99,0.24,18,0.24,8.15,8.15,7.99,6.03,8.15,4.89
1/13/2023,CDM,1059,3000005110,"RL IMMUNOASSAY,ANALYTE,RIA",,OP,83519,  ,301,11.4,13.96,0.34,24.64,0.34,11.4,11.4,11.17,8.44,11.4,6.84
1/13/2023,CDM,1060,3000005117,RL IMMUNOASSAY QUANT NOS NONAB,,OP,83520,  ,301,132,21.15,3.96,132,3.96,24.42,36.54,16.92,97.68,36.54,79.2
1/13/2023,CDM,1061,3000005124,RL INSULIN,,OP,83525,  ,301,3.37,4.13,0.1,21,0.1,3.37,3.37,3.3,2.49,3.37,2.02
1/13/2023,CDM,1062,3000005125,RL IRON,,OP,83540,  ,301,172,7.92,3.13,172,5.16,12.22,18.28,6.34,127.28,18.28,103.2
1/13/2023,CDM,1063,3000005126,"RL IRON BINDING CAPACITY,TOTAL",,OP,83550,  ,301,234,10.71,3.13,234,7.02,16.48,24.66,8.57,173.16,24.66,140.4
1/13/2023,CDM,1064,3000005128,RL LACTOFERRIN,,OP,83630,  ,301,554,24.14,6.75,554,16.62,37.02,55.39,19.31,409.96,55.39,332.4
1/13/2023,CDM,1065,3000005129,RL LEAD,,OP,83655,  ,301,2.65,3.25,0.08,21,0.08,2.65,2.65,2.6,1.96,2.65,1.59
1/13/2023,CDM,1066,3000005132,RL LIPOPROTEIN (A),,OP,83695,  ,301,8.76,10.72,0.26,19.17,0.26,8.76,8.76,8.58,6.48,8.76,5.26
1/13/2023,CDM,1067,3000005134,RL HDL CHOLESTEROL SUBCLASSES,,OP,83701,  ,301,39.31,41.48,1.18,69.01,1.18,39.31,39.31,33.18,29.09,39.31,23.59
1/13/2023,CDM,1068,3000005135,RL HDL CHOLESTEROL,,OP,83718,  ,300,150,10.04,3.13,150,4.5,15.44,23.11,8.03,111,23.11,90
1/13/2023,CDM,1069,3000005136,RL DIRECT LDL,,OP,83721,  ,301,95,12.86,2.85,95,2.85,18,26.93,10.29,70.3,26.93,57
1/13/2023,CDM,1070,3000005140,RL MASS SPEC,,OP,83789,  ,301,45,29.54,1.35,49.15,1.35,34.06,45,23.63,33.3,45,27
1/13/2023,CDM,1071,3000005141,"RL IODINE,URINE",,OP,83789,  ,301,45,29.54,1.35,49.15,1.35,34.06,45,23.63,33.3,45,27
1/13/2023,CDM,1072,3000005142,RL MERCURY,,OP,83825,  ,301,24.36,19.91,0.73,33.13,0.73,24.36,24.36,15.93,18.03,24.36,14.62
1/13/2023,CDM,1073,3000005147,RL MYOGLOBIN,,OP,83874,  ,301,5,6.13,0.15,17.3,0.15,5,5,4.9,3.7,5,3
1/13/2023,CDM,1074,3000005148,RL B-TYPE NATRIURETIC PEPTIDE,,OP,83880,  ,301,292,48.09,8.76,292,8.76,64.03,95.81,38.47,216.08,95.81,175.2
1/13/2023,CDM,1075,3000005149,"RL NEPHELOMETRY,EA ANALYTE,NOS",,OP,83883,  ,301,70,16.66,2.1,70,2.1,25.65,38.38,13.33,51.8,38.38,42
1/13/2023,CDM,1076,3000005152,"RL NICKEL, BLOOD",,OP,83885,  ,301,34.46,30.03,1.03,49.96,1.03,34.46,34.46,24.02,25.5,34.46,20.68
1/13/2023,CDM,1077,3000005153,"RL NUCLEOTIDASE, 5'",,OP,83915,  ,301,4.98,6.1,0.15,20,0.15,4.98,4.98,4.88,3.69,4.98,2.99
1/13/2023,CDM,1078,3000005157,RL ORGANIC ACIDS SCREEN (U),,OP,83919,  ,301,20,20.15,0.6,33.53,0.6,20,20,16.12,14.8,20,12
1/13/2023,CDM,1079,3000005159,RL OSMOLALITY (SERUM),,OP,83930,  ,301,352,8.1,3.13,352,10.56,12.47,18.66,6.48,260.48,18.66,211.2
1/13/2023,CDM,1080,3000005161,RL OXALATE (U),,OP,83945,  ,301,9,11.03,0.27,20,0.27,9,9,8.82,6.66,9,5.4
1/13/2023,CDM,1081,3000005163,RL ASSAY FOR CALPROTECTIN FECL,,OP,83993,  ,301,91.25,24.05,2.74,91.25,2.74,37.08,55.49,19.24,67.53,55.49,54.75
1/13/2023,CDM,1082,3000005166,RL ISOENZYMES,,OP,84080,  ,301,2.5,3.06,0.07,24,0.07,2.5,2.5,2.45,1.85,2.5,1.5
1/13/2023,CDM,1083,3000005167,"RL PHOSPHORUS, INORGANIC",,OP,84105,  ,301,85,7.08,2.55,85,2.55,9.76,14.6,5.66,62.9,14.6,51
1/13/2023,CDM,1084,3000005168,RL PORPHOBILINOGEN (U),,OP,84110,  ,301,6.23,7.64,0.19,15,0.19,6.23,6.23,6.11,4.61,6.23,3.74
1/13/2023,CDM,1085,3000005169,"RL PORPHYRINS, FRAC",,OP,84120,  ,301,8.65,10.6,0.26,26,0.26,8.65,8.65,8.48,6.4,8.65,5.19
1/13/2023,CDM,1086,3000005170,RL ASSAY OF FECES PORPHYRINS,,OP,84126,  ,301,197,47.91,5.91,197,5.91,48.05,71.89,38.33,145.78,71.89,118.2
1/13/2023,CDM,1087,3000005171,RL PREGNENOLONE,,OP,84140,  ,301,30.44,25.33,0.91,42.14,0.91,30.44,30.44,20.26,22.53,30.44,18.26
1/13/2023,CDM,1088,3000005173,RL PROGESTERONE,,OP,84144,  ,301,3.37,4.13,0.1,31,0.1,3.37,3.37,3.3,2.49,3.37,2.02
1/13/2023,CDM,1089,3000005174,RL PROCALCITONIN (PCT),,OP,84145,  ,301,366,33.35,7.68,366,10.98,37.48,56.08,26.68,270.84,56.08,219.6
1/13/2023,CDM,1090,3000005176,RL PROTEIN TOTAL FLUID,,OP,84157,  ,301,203,4.9,1.96,203,6.09,6.91,10.34,3.92,150.22,10.34,121.8
1/13/2023,CDM,1091,3000005177,"RL PROTEIN ELECTROPHORESIS,URN",,OP,84166,  ,301,251,21.84,6.75,251,7.53,33.64,50.34,17.47,185.74,50.34,150.6
1/13/2023,CDM,1092,3000005178,RL PROTEIN WESTERN BLOT,,OP,84181,  ,301,180.75,20.86,5.42,180.75,5.42,32.13,48.08,16.69,133.75,48.08,108.45
1/13/2023,CDM,1093,3000005179,RL WESTERN BLOT INT&REP IMMUN,,OP,84182,  ,301,316.87,35.79,9.51,316.87,9.51,33.95,50.8,28.63,234.48,50.8,190.12
1/13/2023,CDM,1094,3000005181,RL PROINSULIN,,OP,84206,  ,301,28.47,32.7,0.85,54.41,0.85,28.47,28.47,26.16,21.07,28.47,17.08
1/13/2023,CDM,1095,3000005183,RL PYRUVATE,,OP,84210,  ,301,6,7.35,0.18,19.39,0.18,6,6,5.88,4.44,6,3.6
1/13/2023,CDM,1096,3000005185,"RL RECEPTOR ASSAY,NON-ENDOCRIN",,OP,84238,  ,301,128,44.8,3.84,128,3.84,68.97,103.2,35.84,94.72,103.2,76.8
1/13/2023,CDM,1097,3000005186,RL RENIN ACTIVITY,,OP,84244,  ,301,5,6.13,0.15,32,0.15,5,5,4.9,3.7,5,3
1/13/2023,CDM,1098,3000005188,RL SELENIUM,,OP,84255,  ,301,28.51,31.27,0.86,52.04,0.86,28.51,28.51,25.02,21.1,28.51,17.11
1/13/2023,CDM,1099,3000005189,RL SEROTONIN (B),,OP,84260,  ,301,12.22,14.98,0.37,41.48,0.37,12.22,12.22,11.98,9.04,12.22,7.33
1/13/2023,CDM,1100,3000005190,RL SEX HORMONE BINDING GLOBULN,,OP,84270,  ,301,8,9.8,0.24,29.1,0.24,8,8,7.84,5.92,8,4.8
1/13/2023,CDM,1101,3000005191,"RL SODIUM, OTHER SOURCE",,OP,84302,  ,301,24.73,5.95,0.74,24.73,0.74,9.17,13.72,4.76,18.3,13.72,14.84
1/13/2023,CDM,1102,3000005193,RL SOMATOSTATIN,,OP,84307,  ,301,174,22.39,5.22,174,5.22,34.48,51.59,17.91,128.76,51.59,104.4
1/13/2023,CDM,1103,3000005199,RL TESTOSTERONE FREE,,OP,84402,  ,301,3.26,3.99,0.1,49,0.1,3.26,3.26,3.19,2.41,3.26,1.96
1/13/2023,CDM,1104,3000005200,"RL TESTOSTERONE, TOTAL",,OP,84403,  ,301,3.26,3.99,0.1,45,0.1,3.26,3.26,3.19,2.41,3.26,1.96
1/13/2023,CDM,1105,3000005204,"RL T-4 (THYROXINE), TOTAL",,OP,84436,  ,301,304,8.41,3.37,304,9.12,12.97,19.41,6.73,224.96,19.41,182.4
1/13/2023,CDM,1106,3000005205,"RL T-4 (THYROXINE), FREE",,OP,84439,  ,301,351,11.05,4.42,351,10.53,17.01,25.45,8.84,259.74,25.45,210.6
1/13/2023,CDM,1107,3000005207,RL THROXINE BINDING GLOBULIN,,OP,84442,  ,301,10.74,13.16,0.32,21.9,0.32,10.74,10.74,10.53,7.95,10.74,6.44
1/13/2023,CDM,1108,3000005208,RL THYROID STIMULATING HORMONE,,OP,84443,  ,300,1281,20.58,7.68,1281,38.43,31.68,47.41,16.46,947.94,47.41,768.6
1/13/2023,CDM,1109,3000005209,RL TSI,,OP,84445,  ,301,24.44,29.94,0.73,69,0.73,24.44,24.44,23.95,18.09,24.44,14.66
1/13/2023,CDM,1110,3000005210,RL VITAMIN E,,OP,84446,  ,301,8.65,10.6,0.26,23,0.26,8.65,8.65,8.48,6.4,8.65,5.19
1/13/2023,CDM,1111,3000005211,RL TRIGLYCERIDES,,OP,84478,  ,300,227,7.04,2.81,227,6.81,10.85,16.24,5.63,167.98,16.24,136.2
1/13/2023,CDM,1112,3000005212,"RL TRIIODOTHYRONINE, TOTAL",,OP,84480,  ,301,358,17.38,6.95,358,10.74,26.74,40.02,13.9,264.92,40.02,214.8
1/13/2023,CDM,1113,3000005213,"RL TRIIODOTHYRONINE, REVERSE",,OP,84482,  ,301,5.7,6.99,0.17,31,0.17,5.7,5.7,5.59,4.22,5.7,3.42
1/13/2023,CDM,1114,3000005214,"RL UREA NITROGEN,QUAN(REF LAB)",,OP,84520,  ,300,286,4.84,1.94,286,8.58,7.44,11.13,3.87,211.64,11.13,171.6
1/13/2023,CDM,1115,3000005215,"RL UREA NITROGEN,URINE,RANDOM",,OP,84540,  ,301,580,6.81,2.72,580,17.4,8.96,13.41,5.45,429.2,13.41,348
1/13/2023,CDM,1116,3000005216,"RL URIC ACID, FLUID",,OP,84560,  ,301,230,6.23,2.49,230,6.9,8.96,13.41,4.98,170.2,13.41,138
1/13/2023,CDM,1117,3000005217,RL VANILLYLMANDELIC ACID (U),,OP,84585,  ,301,5.7,6.99,0.17,24,0.17,5.7,5.7,5.59,4.22,5.7,3.42
1/13/2023,CDM,1118,3000005218,RL VASOACTIVE INTESTINL PLYPPT,,OP,84586,  ,301,35,42.88,1.05,71.34,1.05,35,35,34.3,25.9,35,21
1/13/2023,CDM,1119,3000005219,RL ANTIDIURETIC HORMONE,,OP,84588,  ,301,24.44,29.94,0.73,49.82,0.73,24.44,24.44,23.95,18.09,24.44,14.66
1/13/2023,CDM,1120,3000005220,RL VITAMIN A (RETINOL),,OP,84590,  ,301,9.5,11.64,0.28,21,0.28,9.5,9.5,9.31,7.03,9.5,5.7
1/13/2023,CDM,1121,3000005221,RL VITAMIN NOS,,OP,84591,  ,301,40,20.9,1.2,40,1.2,21.87,32.72,16.72,29.6,32.72,24
1/13/2023,CDM,1122,3000005222,RL VITAMIN K,,OP,84597,  ,301,42,16.81,1.26,42,1.26,25.85,38.68,13.45,31.08,38.68,25.2
1/13/2023,CDM,1123,3000005225,RL ZINC,,OP,84630,  ,301,4.28,5.24,0.13,18,0.13,4.28,4.28,4.19,3.17,4.28,2.57
1/13/2023,CDM,1124,3000005226,RL C-PEPTIDE,,OP,84681,  ,301,185,25.49,5.55,185,5.55,39.24,58.72,20.39,136.9,58.72,111
1/13/2023,CDM,1125,3000005230,RL COAG FACTOR II ACTIVITY,,OP,85210,  ,305,15,15.9,0.45,26.46,0.45,15,15,12.72,11.1,15,9
1/13/2023,CDM,1126,3000005231,RL COAG FACTOR V ACTIVITY,,OP,85220,  ,305,12.22,14.98,0.37,32,0.37,12.22,12.22,11.98,9.04,12.22,7.33
1/13/2023,CDM,1127,3000005233,RL BLOOD CLOT FACTOR VIII TEST,,OP,85240,  ,305,15,18.38,0.45,33,0.45,15,15,14.7,11.1,15,9
1/13/2023,CDM,1128,3000005234,RL RISTOCETIN COFACTOR(VWFACTV,,OP,85245,  ,305,44.8,28.1,1.34,46.76,1.34,43.28,44.8,22.48,33.15,44.8,26.88
1/13/2023,CDM,1129,3000005235,RL VON WILLEBRAND FCTR ANTIGEN,,OP,85246,  ,305,57.02,28.1,1.71,57.02,1.71,43.28,57.02,22.48,42.19,57.02,34.21
1/13/2023,CDM,1130,3000005236,RL VON WILLEBRAND MULTIMRC ANL,,OP,85247,  ,305,60.27,28.1,1.81,60.27,1.81,43.28,60.27,22.48,44.6,60.27,36.16
1/13/2023,CDM,1131,3000005237,RL COAG FACTOR IX ACTIVITY,,OP,85250,  ,305,16.29,19.95,0.49,35,0.49,16.29,16.29,15.96,12.05,16.29,9.77
1/13/2023,CDM,1132,3000005238,RL COAG FACTOR X ACTIVITY,,OP,85260,  ,305,20,21.92,0.6,36.48,0.6,20,20,17.54,14.8,20,12
1/13/2023,CDM,1133,3000005239,RL COAG FACTOR XI ACTIVITY,,OP,85270,  ,305,30,21.92,0.9,36.48,0.9,30,30,17.54,22.2,30,18
1/13/2023,CDM,1134,3000005240,RL COAG FACTOR XII ACTIVITY,,OP,85280,  ,305,57.02,23.7,1.71,57.02,1.71,36.5,54.62,18.96,42.19,54.62,34.21
1/13/2023,CDM,1135,3000005242,RL COAG FACTOR XIII SCREEN,,OP,85291,  ,305,10,11.16,0.3,18.57,0.3,10,10,8.93,7.4,10,6
1/13/2023,CDM,1136,3000005244,RL ANTITHROMBIN III ACTIVITY,,OP,85300,  ,305,14.5,14.51,0.43,24.15,0.43,14.5,14.5,11.61,10.73,14.5,8.7
1/13/2023,CDM,1137,3000005245,RL ANTITHROMBIN III ANTIGEN,,OP,85301,  ,305,8.15,9.99,0.24,19,0.24,8.15,8.15,7.99,6.03,8.15,4.89
1/13/2023,CDM,1138,3000005246,"RL PROTEIN C, ANTIGEN",,OP,85302,  ,305,7,8.58,0.21,21,0.21,7,7,6.86,5.18,7,4.2
1/13/2023,CDM,1139,3000005247,"RL PROTEIN C, ACTIVITY",,OP,85303,  ,305,14.1,16.95,0.42,28.2,0.42,14.1,14.1,13.56,10.43,14.1,8.46
1/13/2023,CDM,1140,3000005248,RL PROTEIN S TOTAL,,OP,85305,  ,305,16,14.22,0.48,23.67,0.48,16,16,11.38,11.84,16,9.6
1/13/2023,CDM,1141,3000005249,RL PROTEIN S FREE (ACT OR AG),,OP,85306,  ,305,16,18.76,0.48,31.22,0.48,16,16,15.01,11.84,16,9.6
1/13/2023,CDM,1142,3000005251,RL FACTOR IX INHIBITOR SCREEN,,OP,85335,  ,305,253,15.76,2.32,253,7.59,24.29,36.34,12.61,187.22,36.34,151.8
1/13/2023,CDM,1143,3000005252,RL COAG FACTOR VIII INHIBITOR,,OP,85335,  ,305,253,15.76,2.32,253,7.59,24.29,36.34,12.61,187.22,36.34,151.8
1/13/2023,CDM,1144,3000005253,RL FIBRINOGEN,,OP,85384,  ,305,685,11.91,2.32,685,20.55,16.02,23.98,9.53,506.9,23.98,411
1/13/2023,CDM,1145,3000005255,"RL COAG&FIBRINYS FUNC ACT,NOS",,OP,85397,  ,305,125,37.8,3.75,125,3.75,43.34,64.84,30.24,92.5,64.84,75
1/13/2023,CDM,1146,3000005258,RL HEPARIN ANTI-XA ASSAY,,OP,85520,  ,305,45.74,16.04,1.37,45.74,1.37,24.69,36.95,12.83,33.85,36.95,27.44
1/13/2023,CDM,1147,3000005259,RL LYSOZYME(MURAMIDASE),,OP,85549,  ,305,5,6.13,0.15,31,0.15,5,5,4.9,3.7,5,3
1/13/2023,CDM,1148,3000005263,RL HEXAGNAL PHOSPH PLTLT NETRL,,OP,85598,  ,305,33.72,22.03,1.01,36.65,1.01,33.72,33.72,17.62,24.95,33.72,20.23
1/13/2023,CDM,1149,3000005264,RL PT MIXING STUDY,,OP,85611,  ,305,240,4.83,1.93,240,7.2,7.44,11.13,3.86,177.6,11.13,144
1/13/2023,CDM,1150,3000005265,RL DRVVT,,OP,85613,  ,305,10.66,11.74,0.32,19.53,0.32,10.66,10.66,9.39,7.89,10.66,6.4
1/13/2023,CDM,1151,3000005267,RL SICKLE CELL SCREEN,,OP,85660,  ,305,110,6.75,2.7,110,3.3,10.41,15.57,5.4,81.4,15.57,66
1/13/2023,CDM,1152,3000005268,RL THROMBIN TIME,,OP,85670,  ,305,10.66,7.06,0.32,11.75,0.32,10.66,10.66,5.65,7.89,10.66,6.4
1/13/2023,CDM,1153,3000005269,RL PTT (LAC),,OP,85730,  ,305,671,7.36,2.32,671,20.13,11.31,16.93,5.89,496.54,16.93,402.6
1/13/2023,CDM,1154,3000005271,RL VISCOSITY,,OP,85810,  ,305,10.49,12.85,0.31,21.38,0.31,10.49,10.49,10.28,7.76,10.49,6.29
1/13/2023,CDM,1155,3000005272,RL AGGLUTININ FEBRILE EA ANTGN,,OP,86000,  ,302,17.19,8.55,0.52,17.19,0.52,13.16,17.19,6.84,12.72,17.19,10.31
1/13/2023,CDM,1156,3000005273,RL ALLERG SP IGG QUAN OR SEMIQ,,OP,86001,  ,302,4.17,5.11,0.13,10.47,0.13,4.17,4.17,4.09,3.09,4.17,2.5
1/13/2023,CDM,1157,3000005274,RL RAST FOR ALLERGEN,,OP,86003,  ,302,3.26,3.99,0.1,6.99,0.1,3.26,3.26,3.19,2.41,3.26,1.96
1/13/2023,CDM,1158,3000005309,RL ANTINUCLEAR AB (ANA),,OP,86038,  ,302,669,14.81,5.93,669,20.07,22.8,34.12,11.85,495.06,34.12,401.4
1/13/2023,CDM,1159,3000005310,RL ANA TITRE,,OP,86039,  ,302,172,13.67,5.16,172,5.16,21.06,31.51,10.94,127.28,31.51,103.2
1/13/2023,CDM,1160,3000005311,"RL C-REACTIVE PROTEIN,HIGH SEN",,OP,86140,  ,302,408,6.35,2.54,408,12.24,9.76,14.6,5.08,301.92,14.6,244.8
1/13/2023,CDM,1161,3000005314,RL CARDIOLIPIN AB EA IG CLASS,,OP,86147,  ,302,2.82,3.45,0.08,36,0.08,2.82,2.82,2.76,2.09,2.82,1.69
1/13/2023,CDM,1162,3000005316,RL COLD AGGLUTININ TITRE,,OP,86157,  ,302,4.07,4.99,0.12,10.79,0.12,4.07,4.07,3.99,3.01,4.07,2.44
1/13/2023,CDM,1163,3000005319,RL COMPLEMENT; AG EA,,OP,86160,  ,302,293,14.7,5.88,293,8.79,22.65,33.9,11.76,216.82,33.9,175.8
1/13/2023,CDM,1164,3000005322,RL COMPLEMENT; FCN ACTIVITY EA,,OP,86161,  ,302,19.34,14.7,0.58,24.46,0.58,19.34,19.34,11.76,14.31,19.34,11.6
1/13/2023,CDM,1165,3000005323,"RL COMPLEMENT,TOTAL(CH50 UNTS)",,OP,86162,  ,302,4,4.9,0.12,36,0.12,4,4,3.92,2.96,4,2.4
1/13/2023,CDM,1166,3000005324,RL CCP ANTIBODY,,OP,86200,  ,302,10.12,12.4,0.3,20.63,0.3,10.12,10.12,9.92,7.49,10.12,6.07
1/13/2023,CDM,1167,3000005325,RL DNA ANTIBODIES,,OP,86225,  ,302,5.7,6.99,0.17,24,0.17,5.7,5.7,5.59,4.22,5.7,3.42
1/13/2023,CDM,1168,3000005326,RL DNA AB SS,,OP,86226,  ,302,14.24,14.84,0.43,24.69,0.43,14.24,14.24,11.87,10.54,14.24,8.54
1/13/2023,CDM,1169,3000005333,RL ENA ANY METHOD,,OP,86235,  ,302,8,9.8,0.24,24.01,0.24,8,8,7.84,5.92,8,4.8
1/13/2023,CDM,1170,3000005346,"RL IA, QUANT; CA 15-3 (27.29)",,OP,86300,  ,302,5.81,7.11,0.17,32,0.17,5.81,5.81,5.69,4.3,5.81,3.49
1/13/2023,CDM,1171,3000005347,RL HUMAN EPDIDYMIS PROT 4(HE4),,OP,86305,  ,302,180,25.49,5.4,180,5.4,38.53,57.65,20.39,133.2,57.65,108
1/13/2023,CDM,1172,3000005349,RL IMMUNOASSAY FOR TUMOR ANTGN,,OP,86316,  ,302,28,25.49,0.84,42.41,0.84,28,28,20.39,20.72,28,16.8
1/13/2023,CDM,1173,3000005350,RL IA INFECTIOUS AGENT AB QUAN,,OP,86317,  ,302,130,18.36,3.9,130,3.9,28.28,42.32,14.69,96.2,42.32,78
1/13/2023,CDM,1174,3000005355,"RL IMMUNOFIXATION,SERUM",,OP,86334,  ,302,4.8,5.88,0.14,45,0.14,4.8,4.8,4.7,3.55,4.8,2.88
1/13/2023,CDM,1175,3000005356,"RL IMMUNOFIXATION, URINE",,OP,86335,  ,302,416,35.95,12.48,416,12.48,55.35,82.82,28.76,307.84,82.82,249.6
1/13/2023,CDM,1176,3000005359,RL INTRINSIC FACTOR ANTIBODIES,,OP,86340,  ,302,5,6.13,0.15,25,0.15,5,5,4.9,3.7,5,3
1/13/2023,CDM,1177,3000005360,RL ISLET CELL AUTOANTIBODS IGG,,OP,86341,  ,302,50.5,28.88,1.51,50.5,1.51,37.33,50.5,23.1,37.37,50.5,30.3
1/13/2023,CDM,1178,3000005369,RL QUAN RHEUM FACTOR,,OP,86431,  ,302,6.19,6.95,0.19,11.56,0.19,6.19,6.19,5.56,4.58,6.19,3.71
1/13/2023,CDM,1179,3000005370,"RL TB TEST, CELL IMMUN MEASURE",,OP,86480,  ,302,40,49,1.2,82.99,1.2,40,40,39.2,29.6,40,24
1/13/2023,CDM,1180,3000005372,RL VDRL (CSF),,OP,86592,  ,300,160,5.22,2.1,160,4.8,8.05,12.04,4.18,118.4,12.04,96
1/13/2023,CDM,1181,3000005373,"RL RAPID PLASMA REAGIN, TITRE",,OP,86593,  ,302,156,5.39,2.16,156,4.68,8.32,12.44,4.31,115.44,12.44,93.6
1/13/2023,CDM,1182,3000005374,RL ASPERGILLUS,,OP,86606,  ,302,45.15,18.44,1.35,45.15,1.35,28.39,42.48,14.75,33.41,42.48,27.09
1/13/2023,CDM,1183,3000005378,RL BARTONELLA AB,,OP,86611,  ,302,3.67,4.5,0.11,15,0.11,3.67,3.67,3.6,2.72,3.67,2.2
1/13/2023,CDM,1184,3000005379,RL BLASTOMYCES AB,,OP,86612,  ,302,12.22,14.98,0.37,24.92,0.37,12.22,12.22,11.98,9.04,12.22,7.33
1/13/2023,CDM,1185,3000005382,RL LYME DISEASE AB SCREEN,,OP,86618,  ,302,18.73,20.86,0.56,34.72,0.56,18.73,18.73,16.69,13.86,18.73,11.24
1/13/2023,CDM,1186,3000005385,RL BRUCELLA AB,,OP,86622,  ,302,14.66,10.94,0.44,18.2,0.44,14.66,14.66,8.75,10.85,14.66,8.8
1/13/2023,CDM,1187,3000005389,RL CYTOMEGALVIRUS IGG AB,,OP,86644,  ,302,60,17.63,1.8,60,1.8,27.15,40.62,14.1,44.4,40.62,36
1/13/2023,CDM,1188,3000005390,RL CYTOMEGALOVIRUS IGM,,OP,86645,  ,302,4.28,5.24,0.13,22.56,0.13,4.28,4.28,4.19,3.17,4.28,2.57
1/13/2023,CDM,1189,3000005391,RL EASTERN EQUINE ENCEPH.,,OP,86652,  ,302,28.75,16.16,0.86,28.75,0.86,24.88,28.75,12.93,21.27,28.75,17.25
1/13/2023,CDM,1190,3000005392,RL ST. LOUIS ENCEPHALITIS,,OP,86653,  ,302,18.23,16.16,0.55,26.89,0.55,18.23,18.23,12.93,13.49,18.23,10.94
1/13/2023,CDM,1191,3000005397,RL HELICOBACTER PYLORI ANTIBDS,,OP,86677,  ,302,5.7,6.99,0.17,22.56,0.17,5.7,5.7,5.59,4.22,5.7,3.42
1/13/2023,CDM,1192,3000005403,RL HAEMOPHILUS INFLUENZAE B AB,,OP,86684,  ,302,106,19.4,3.18,106,3.18,29.89,44.72,15.52,78.44,44.72,63.6
1/13/2023,CDM,1193,3000005404,RL HIV-I AB BY WBA,,OP,86689,  ,302,70,23.7,2.1,70,2.1,36.52,54.64,18.96,51.8,54.64,42
1/13/2023,CDM,1194,3000005405,RL HEPATITIS DELTA VIRUS AB,,OP,86692,  ,302,25,21.02,0.75,34.99,0.75,25,25,16.82,18.5,25,15
1/13/2023,CDM,1195,3000005406,"RL HERPES SIMPLEX,NON-SPECIFIC",,OP,86694,  ,302,5.7,6.99,0.17,19.27,0.17,5.7,5.7,5.59,4.22,5.7,3.42
1/13/2023,CDM,1196,3000005407,RL HERPES SIMPLEX TYPE 1,,OP,86695,  ,302,10,12.25,0.3,20.38,0.3,10,10,9.8,7.4,10,6
1/13/2023,CDM,1197,3000005408,RL HERPES SIMPLEX TYPE 2,,OP,86696,  ,302,10,12.25,0.3,30,0.3,10,10,9.8,7.4,10,6
1/13/2023,CDM,1198,3000005409,RL AB; HISTOPLASMA,,OP,86698,  ,302,14.78,16.89,0.44,28.1,0.44,14.78,14.78,13.51,10.94,14.78,8.87
1/13/2023,CDM,1199,3000005411,RL HIV-2 AB ANTIBODY,,OP,86702,  ,302,16.19,16.56,0.49,27.56,0.49,16.19,16.19,13.25,11.98,16.19,9.71
1/13/2023,CDM,1200,3000005413,RL HEPATITIS B CORE AB TOTAL,,OP,86704,  ,302,2008,14.76,5.91,2008,60.24,22.73,34.02,11.81,1485.92,34.02,1204.8
1/13/2023,CDM,1201,3000005414,RL HEPATITIS B CORE IGM AB,,OP,86705,  ,300,4.65,5.7,0.14,23,0.14,4.65,4.65,4.56,3.44,4.65,2.79
1/13/2023,CDM,1202,3000005415,RL HEPATITIS B SURFACE AB,,OP,86706,  ,302,3.96,4.85,0.12,16,0.12,3.96,3.96,3.88,2.93,3.96,2.38
1/13/2023,CDM,1203,3000005417,RL HEPATITIS BE ANTIBODY,,OP,86707,  ,302,2.82,3.45,0.08,18,0.08,2.82,2.82,2.76,2.09,2.82,1.69
1/13/2023,CDM,1204,3000005418,RL INFLUENZA VIRUS ANTIBODY,,OP,86710,  ,302,8.15,9.99,0.24,18.14,0.24,8.15,8.15,7.99,6.03,8.15,4.89
1/13/2023,CDM,1205,3000005419,RL LEGIONELLA PNEUMOPHILA AB,,OP,86713,  ,302,41.65,18.74,1.25,41.65,1.25,28.88,41.65,14.99,30.82,41.65,24.99
1/13/2023,CDM,1206,3000005420,RL LEPTOSPIRA ANTIBODIES,,OP,86720,  ,302,75,19.85,2.25,75,2.25,24.88,37.23,15.88,55.5,37.23,45
1/13/2023,CDM,1207,3000005421,RL MUMPS VIRUS AB IGG,,OP,86735,  ,302,7.34,8.99,0.22,17.47,0.22,7.34,7.34,7.19,5.43,7.34,4.4
1/13/2023,CDM,1208,3000005425,RL ANTIBODY PROTEZOA (IGG),,OP,86753,  ,302,29,15.18,0.87,29,0.87,23.38,29,12.14,21.46,29,17.4
1/13/2023,CDM,1209,3000005427,RL AB RICKETTSIA,,OP,86757,  ,302,8.98,11,0.27,30,0.27,8.98,8.98,8.8,6.65,8.98,5.39
1/13/2023,CDM,1210,3000005431,RL TOXOPLASMA IGG AB,,OP,86777,  ,302,5.29,6.47,0.16,19.27,0.16,5.29,5.29,5.18,3.91,5.29,3.17
1/13/2023,CDM,1211,3000005433,RL TREPONEMA PALLIDUM ANTIBODS,,OP,86780,  ,302,83,16.23,2.49,83,2.49,25,37.41,12.98,61.42,37.41,49.8
